TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2019,7,14,20,0,31XX LAUREL ST,Fairview,490945.116921,5456064.57495
Theft from Vehicle,2019,7,2,19,0,31XX MONTCALM ST,Fairview,490524.858725,5456125.46813
Theft from Vehicle,2019,9,12,5,3,31XX RIVERWALK AVE,Killarney,496993.207778,5450354.43512
Theft from Vehicle,2019,9,11,18,0,31XX RIVERWALK AVE,Killarney,497167.33192299993,5450317.04455
Theft from Vehicle,2019,9,11,19,0,31XX RIVERWALK AVE,Killarney,497167.33192299993,5450317.04455
Theft from Vehicle,2019,9,7,5,34,31XX SE MARINE DR,Killarney,496939.509104,5450581.3465599995
Theft from Vehicle,2019,7,21,20,0,31XX ST CATHERINES ST,Mount Pleasant,493781.69279700005,5456026.479040001
Theft from Vehicle,2019,8,21,13,0,31XX STANLEY PARK DR,Stanley Park,490611.389043,5461095.31059
Theft from Vehicle,2019,8,22,19,0,31XX TURNER ST,Hastings-Sunrise,497346.15246199997,5458485.286669999
Theft from Vehicle,2019,11,2,18,0,31XX W 10TH AVE,Kitsilano,487294.782348,5456746.73694
Theft from Vehicle,2019,7,22,1,19,31XX W 13TH AVE,Kitsilano,487227.90335200005,5456444.816000001
Theft from Vehicle,2019,9,22,22,0,31XX W 13TH AVE,Kitsilano,487323.86690699996,5456433.05198
Theft from Vehicle,2019,10,26,7,0,31XX W 14TH AVE,Kitsilano,487321.116676,5456332.21567
Theft from Vehicle,2019,9,5,16,0,31XX W 24TH AVE,Dunbar-Southlands,487305.73325600004,5455370.48694
Theft from Vehicle,2019,9,22,18,0,31XX W 35TH AVE,Dunbar-Southlands,487305.32835699996,5454195.04166
Theft from Vehicle,2019,10,8,23,0,31XX W 36TH AVE,Dunbar-Southlands,487304.920886,5454087.00184
Theft from Vehicle,2019,7,9,10,23,31XX W BROADWAY AVE,Kitsilano,487331.54759499995,5456833.64869
Theft from Vehicle,2019,10,14,3,30,31XX W BROADWAY AVE,Kitsilano,487331.54759499995,5456833.64869
Theft from Vehicle,2019,10,25,9,0,31XX WAVERLEY AVE,Killarney,497089.60889499995,5452693.12876
Theft from Vehicle,2019,8,20,20,30,32XX ASH ST,South Cambie,491408.788317,5456021.615809999
Theft from Vehicle,2019,8,16,22,30,32XX CHARLES ST,Hastings-Sunrise,497363.61099300004,5457827.811980001
Theft from Vehicle,2019,8,19,18,0,32XX CHARLES ST,Hastings-Sunrise,497363.61099300004,5457827.811980001
Theft from Vehicle,2019,10,20,14,0,32XX CLIVE AVE,Renfrew-Collingwood,497386.395067,5454055.6307
Theft from Vehicle,2019,7,1,9,22,32XX COLUMBIA ST,Riley Park,492012.46319399995,5455985.0861
Theft from Vehicle,2019,8,21,7,30,32XX COMMERCIAL DR,Kensington-Cedar Cottage,494950.33396899997,5455888.50792
Theft from Vehicle,2019,8,16,14,30,32XX DUMFRIES ST,Kensington-Cedar Cottage,494703.73620200006,5455963.15799
Theft from Vehicle,2019,8,8,18,10,32XX E 14TH AVE,Renfrew-Collingwood,497351.54288500006,5456049.37701
Theft from Vehicle,2019,9,18,14,50,32XX E 14TH AVE,Renfrew-Collingwood,497351.54288500006,5456049.37701
Theft from Vehicle,2019,10,20,9,0,32XX E 17TH AVE,Renfrew-Collingwood,497349.15931099997,5455771.82563
Theft from Vehicle,2019,7,22,18,0,32XX E 19TH AVE,Renfrew-Collingwood,497347.99577,5455593.98986
Theft from Vehicle,2019,10,10,9,0,32XX E 22ND AVE,Renfrew-Collingwood,497457.25588599994,5455311.15304
Theft from Vehicle,2019,10,10,20,0,32XX E 26TH AVE,Renfrew-Collingwood,497343.675886,5454922.27269
Theft from Vehicle,2019,9,4,18,0,32XX E 26TH AVE,Renfrew-Collingwood,497419.495375,5454921.7901
Theft from Vehicle,2019,8,16,21,0,32XX E 27TH AVE,Renfrew-Collingwood,497422.50107299996,5454826.5304
Theft from Vehicle,2019,7,17,1,12,32XX E 28TH AVE,Renfrew-Collingwood,497342.32280100003,5454730.09508
Theft from Vehicle,2019,7,10,21,0,32XX E 29TH AVE,Renfrew-Collingwood,497331.092104,5454634.4124300005
Theft from Vehicle,2019,8,23,21,15,32XX E 2ND AVE,Hastings-Sunrise,497391.26182700007,5457296.99718
Theft from Vehicle,2019,10,28,15,0,32XX E 44TH AVE,Killarney,497351.59171400004,5453057.98309
Theft from Vehicle,2019,7,5,16,0,32XX E 46TH AVE,Killarney,497241.49107600003,5452847.10893
Theft from Vehicle,2019,9,1,20,0,32XX E 47TH AVE,Killarney,497339.524112,5452631.64292
Theft from Vehicle,2019,11,12,1,0,32XX E 48TH AVE,Killarney,497217.256567,5452524.32931
Theft from Vehicle,2019,11,6,23,30,32XX E 50TH AVE,Killarney,497230.207952,5452317.4516199995
Theft from Vehicle,2019,9,22,10,30,32XX E 53RD AVE,Killarney,497169.022826,5452050.30541
Theft from Vehicle,2019,7,2,22,0,32XX E 58TH AVE,Killarney,497337.180941,5451603.6001
Theft from Vehicle,2019,9,21,2,0,32XX E 5TH AVE,Hastings-Sunrise,497497.86255799996,5456985.16092
Theft from Vehicle,2019,10,22,1,0,32XX E 5TH AVE,Hastings-Sunrise,497497.86255799996,5456985.16092
Theft from Vehicle,2019,11,8,0,0,32XX E 62ND AVE,Killarney,497457.523925,5451188.597490001
Theft from Vehicle,2019,9,16,0,0,32XX E 6TH AVE,Hastings-Sunrise,497440.803796,5456888.50366
Theft from Vehicle,2019,9,2,13,0,32XX E 6TH AVE,Hastings-Sunrise,497459.85136400006,5456879.25803
Theft from Vehicle,2019,8,19,0,0,32XX E 6TH AVE,Hastings-Sunrise,497518.727449,5456888.08808
Theft from Vehicle,2019,9,15,21,30,32XX E 7TH AVE,Hastings-Sunrise,497353.55822299997,5456781.21245
Theft from Vehicle,2019,11,4,17,30,32XX E 7TH AVE,Hastings-Sunrise,497353.55822299997,5456781.21245
Theft from Vehicle,2019,11,4,22,0,32XX E 7TH AVE,Hastings-Sunrise,497353.55822299997,5456781.21245
Theft from Vehicle,2019,9,11,10,0,32XX E BROADWAY AVE,Renfrew-Collingwood,497504.154126,5456566.4676
Theft from Vehicle,2019,10,20,2,0,32XX E GEORGIA ST,Hastings-Sunrise,497375.041306,5458386.94644
Theft from Vehicle,2019,7,17,6,30,32XX E HASTINGS ST,Hastings-Sunrise,497372.680992,5458717.36207
Theft from Vehicle,2019,10,26,18,45,32XX E HASTINGS ST,Hastings-Sunrise,497372.680992,5458717.36207
Theft from Vehicle,2019,9,12,1,30,32XX E KENT AVE N,Killarney,497302.910896,5450380.93707
Theft from Vehicle,2019,10,12,12,30,32XX E KENT AVE N,Killarney,497302.910896,5450380.93707
Theft from Vehicle,2019,10,12,23,0,32XX E KENT AVE N,Killarney,497302.910896,5450380.93707
Theft from Vehicle,2019,10,13,11,5,32XX E KENT AVE N,Killarney,497302.910896,5450380.93707
Theft from Vehicle,2019,10,14,16,24,32XX FLEMING ST,Kensington-Cedar Cottage,494847.256209,5455954.82175
Theft from Vehicle,2019,8,9,21,0,32XX GRANT ST,Hastings-Sunrise,497473.763567,5457625.5013
Theft from Vehicle,2019,9,21,18,30,32XX KINGSWAY AVE,Renfrew-Collingwood,497247.37147700007,5453579.95434
Theft from Vehicle,2019,10,4,23,0,32XX KINGSWAY AVE,Renfrew-Collingwood,497247.37147700007,5453579.95434
Theft from Vehicle,2019,10,9,21,20,32XX KINGSWAY AVE,Renfrew-Collingwood,497247.37147700007,5453579.95434
Theft from Vehicle,2019,10,11,0,0,32XX KINGSWAY AVE,Renfrew-Collingwood,497247.37147700007,5453579.95434
Theft from Vehicle,2019,10,12,19,0,32XX KINGSWAY AVE,Renfrew-Collingwood,497247.37147700007,5453579.95434
Theft from Vehicle,2019,8,19,22,30,32XX KITCHENER ST,Hastings-Sunrise,497361.92597,5457720.73665
Theft from Vehicle,2019,7,22,15,0,32XX LAUREL ST,South Cambie,490953.55111000006,5456036.05233
Theft from Vehicle,2019,8,30,7,58,32XX NEW BRIGHTON RD,Hastings-Sunrise,497372.984733,5459558.70072
Theft from Vehicle,2019,7,11,23,0,32XX ONTARIO ST,Riley Park,492367.81565500004,5455985.370569999
Theft from Vehicle,2019,10,18,21,0,32XX ROSEMONT DR,Killarney,497189.78234300006,5451407.51313
Theft from Vehicle,2019,11,2,22,0,32XX RUPERT ST,Renfrew-Collingwood,497531.86148500006,5455807.50146
Theft from Vehicle,2019,10,19,21,0,32XX ST GEORGE ST,Riley Park,493178.944518,5455903.626180001
Theft from Vehicle,2019,9,18,20,0,32XX ST GEORGE ST,Riley Park,493179.97134399996,5455969.76902
Theft from Vehicle,2019,10,24,19,0,32XX VANNESS AVE,Renfrew-Collingwood,497251.531627,5454208.91405
Theft from Vehicle,2019,8,29,19,0,32XX VICTORIA DR,Kensington-Cedar Cottage,495197.53705600003,5455932.23706
Theft from Vehicle,2019,10,5,12,0,32XX W 12TH AVE,Kitsilano,487187.314979,5456536.942969999
Theft from Vehicle,2019,9,10,19,30,32XX W 20TH AVE,Dunbar-Southlands,487133.83285,5455775.15244
Theft from Vehicle,2019,7,2,21,30,32XX W 21ST AVE,Dunbar-Southlands,487166.241785,5455671.67135
Theft from Vehicle,2019,8,25,22,0,32XX W 26TH AVE,Dunbar-Southlands,487066.091925,5455154.947000001
Theft from Vehicle,2019,10,12,23,50,32XX W 26TH AVE,Dunbar-Southlands,487106.597254,5455145.63941
Theft from Vehicle,2019,7,18,22,0,32XX W 2ND AVE,Kitsilano,487190.249571,5457521.77589
Theft from Vehicle,2019,8,12,19,30,32XX W 2ND AVE,Kitsilano,487211.598258,5457511.94925
Theft from Vehicle,2019,8,27,19,0,32XX W 30TH AVE,Dunbar-Southlands,487026.67245600006,5454733.06006
Theft from Vehicle,2019,8,2,5,19,32XX W 34TH AVE,Dunbar-Southlands,487074.562509,5454310.041230001
Theft from Vehicle,2019,10,8,17,0,32XX W 34TH AVE,Dunbar-Southlands,487201.921206,5454299.6955699995
Theft from Vehicle,2019,10,9,17,0,32XX W 34TH AVE,Dunbar-Southlands,487201.921206,5454299.6955699995
Theft from Vehicle,2019,10,9,22,0,32XX W 35TH AVE,Dunbar-Southlands,487194.89531800005,5454195.64642
Theft from Vehicle,2019,9,14,11,0,32XX W 3RD AVE,Kitsilano,487161.721761,5457412.56835
Theft from Vehicle,2019,9,28,19,45,32XX W 3RD AVE,Kitsilano,487210.389297,5457411.23282
Theft from Vehicle,2019,11,1,17,0,32XX W 3RD AVE,Kitsilano,487210.389297,5457411.23282
Theft from Vehicle,2019,7,7,19,30,32XX W 48TH AVE,Kerrisdale,487090.727376,5452871.42098
Theft from Vehicle,2019,7,17,23,0,32XX W 51ST AVE,Kerrisdale,487129.57751400006,5452525.1410300005
Theft from Vehicle,2019,9,5,15,0,32XX W 8TH AVE,Kitsilano,487195.60481000005,5456933.82656
Theft from Vehicle,2019,11,5,12,0,32XX WILLIAM ST,Hastings-Sunrise,497406.644809,5457926.75772
Theft from Vehicle,2019,7,15,18,0,33XX ADANAC ST,Hastings-Sunrise,497620.36266899994,5458294.11763
Theft from Vehicle,2019,7,3,21,0,33XX ANZIO DR,Renfrew-Collingwood,497553.685963,5455500.02702
Theft from Vehicle,2019,8,15,12,0,33XX ANZIO DR,Renfrew-Collingwood,497553.685963,5455500.02702
Theft from Vehicle,2019,7,1,2,0,33XX ARCHIMEDES ST,Renfrew-Collingwood,497562.41775600007,5453628.88566
Theft from Vehicle,2019,10,7,10,0,33XX AUSTREY AVE,Renfrew-Collingwood,497394.139575,5453935.53465
Theft from Vehicle,2019,9,19,23,0,33XX DIEPPE DR,Renfrew-Collingwood,498170.998554,5455855.86435
Theft from Vehicle,2019,8,12,20,0,33XX E 27TH AVE,Renfrew-Collingwood,497560.31733900006,5454824.78088
Theft from Vehicle,2019,10,27,4,49,33XX E 28TH AVE,Renfrew-Collingwood,497613.02083100006,5454727.28915
Theft from Vehicle,2019,10,26,16,0,33XX E 28TH AVE,Renfrew-Collingwood,497652.84427,5454727.200669999
Theft from Vehicle,2019,7,14,18,0,33XX E 3RD AVE,Hastings-Sunrise,497593.909541,5457195.50292
Theft from Vehicle,2019,8,11,22,0,33XX E 46TH AVE,Killarney,497505.951388,5452844.77163
Theft from Vehicle,2019,8,12,3,22,33XX E 52ND AVE,Killarney,497432.665167,5452171.58106
Theft from Vehicle,2019,9,19,23,0,33XX EAST BLVD,Shaughnessy,488907.61973599996,5455955.127169999
Theft from Vehicle,2019,8,27,21,45,33XX GARDEN DR,Kensington-Cedar Cottage,495763.31474899995,5455805.92177
Theft from Vehicle,2019,10,14,20,15,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.338878,5453412.87751
Theft from Vehicle,2019,9,19,14,30,33XX KINGSWAY AVE,Renfrew-Collingwood,497495.37698299997,5453404.72784
Theft from Vehicle,2019,10,10,21,0,33XX MAIN ST,Riley Park,492628.267967,5455849.14942
Theft from Vehicle,2019,10,16,21,0,33XX MAPLE ST,Shaughnessy,489030.68254899996,5455953.90074
Theft from Vehicle,2019,9,28,22,0,33XX MONMOUTH AVE,Renfrew-Collingwood,497622.821949,5454391.81561
Theft from Vehicle,2019,9,24,21,0,33XX ONTARIO ST,Riley Park,492363.18005600007,5455824.64965
Theft from Vehicle,2019,10,6,6,30,33XX PRICE ST,Renfrew-Collingwood,497503.473891,5454589.5094099995
Theft from Vehicle,2019,8,20,9,59,33XX PRICE ST,Renfrew-Collingwood,497592.991878,5454533.50696
Theft from Vehicle,2019,9,23,21,0,33XX PRICE ST,Renfrew-Collingwood,497592.991878,5454533.50696
Theft from Vehicle,2019,9,28,22,0,33XX PRICE ST,Renfrew-Collingwood,497652.037661,5454496.56773
Theft from Vehicle,2019,8,25,8,50,33XX SE MARINE DR,Killarney,497350.62055200007,5450613.1329
Theft from Vehicle,2019,9,11,7,15,33XX TUPPER ST,South Cambie,491562.786754,5455919.055509999
Theft from Vehicle,2019,8,23,17,29,33XX VENABLES ST,Hastings-Sunrise,497598.50599700003,5458202.98625
Theft from Vehicle,2019,7,25,22,0,33XX W 13TH AVE,Kitsilano,486981.33326000004,5456442.623459999
Theft from Vehicle,2019,10,20,22,30,33XX W 26TH AVE,Dunbar-Southlands,486963.200958,5455155.73654
Theft from Vehicle,2019,9,5,19,30,33XX W 26TH AVE,Dunbar-Southlands,486991.819964,5455146.21161
Theft from Vehicle,2019,7,7,20,0,33XX W 39TH AVE,Dunbar-Southlands,486945.59050299996,5453757.03632
Theft from Vehicle,2019,8,25,14,0,33XX W 3RD AVE,Kitsilano,487004.550217,5457426.01432
Theft from Vehicle,2019,10,12,20,0,33XX W 3RD AVE,Kitsilano,487068.851363,5457415.11509
Theft from Vehicle,2019,10,18,18,0,33XX W 3RD AVE,Kitsilano,487068.851363,5457415.11509
Theft from Vehicle,2019,10,17,19,40,33XX W 5TH AVE,Kitsilano,486970.87316499994,5457221.14883
Theft from Vehicle,2019,11,1,22,30,33XX W 6TH AVE,Kitsilano,486968.555591,5457127.960030001
Theft from Vehicle,2019,7,28,20,0,33XX W 7TH AVE,Kitsilano,487060.917973,5457029.24487
Theft from Vehicle,2019,11,7,22,0,33XX W 8TH AVE,Kitsilano,486930.67155100004,5456941.88365
Theft from Vehicle,2019,8,30,15,0,33XX W BROADWAY AVE,Kitsilano,487049.799926,5456841.31532
Theft from Vehicle,2019,8,25,23,0,33XX WELLINGTON AVE,Renfrew-Collingwood,497395.468457,5454396.752230001
Theft from Vehicle,2019,9,26,21,0,33XX WELLINGTON AVE,Renfrew-Collingwood,497476.699462,5454355.32488
Theft from Vehicle,2019,8,3,23,0,33XX WILLIAM ST,Hastings-Sunrise,497563.879945,5457926.23456
Theft from Vehicle,2019,8,4,4,30,33XX WILLIAM ST,Hastings-Sunrise,497563.879945,5457926.23456
Theft from Vehicle,2019,9,20,20,0,33XX YUKON ST,Riley Park,491815.75822899997,5455896.61816
Theft from Vehicle,2019,7,26,21,0,34XX ANZIO DR,Renfrew-Collingwood,497754.602717,5455509.89969
Theft from Vehicle,2019,10,17,21,0,34XX ANZIO DR,Renfrew-Collingwood,497754.602717,5455509.89969
Theft from Vehicle,2019,7,26,0,0,34XX ANZIO DR,Renfrew-Collingwood,497827.08183900005,5455481.05591
Theft from Vehicle,2019,8,12,16,0,34XX ANZIO DR,Renfrew-Collingwood,497834.378521,5455460.7407599995
Theft from Vehicle,2019,9,19,21,0,34XX ANZIO DR,Renfrew-Collingwood,497834.378521,5455460.7407599995
Theft from Vehicle,2019,9,25,13,0,34XX ARCHIMEDES ST,Renfrew-Collingwood,497645.580316,5453588.95011
Theft from Vehicle,2019,9,8,20,0,34XX BURKHOLDER DR,Killarney,497686.320692,5451871.63476
Theft from Vehicle,2019,10,18,22,30,34XX CAROLINA ST,Riley Park,493306.536774,5455757.775769999
Theft from Vehicle,2019,7,17,19,0,34XX COPELAND AVE,Killarney,497910.203105,5451387.53732
Theft from Vehicle,2019,7,18,16,0,34XX E 24TH AVE,Renfrew-Collingwood,497748.35894799995,5455108.654490001
Theft from Vehicle,2019,10,2,17,0,34XX E 25TH AVE,Renfrew-Collingwood,497755.16045799997,5455008.34712
Theft from Vehicle,2019,8,17,18,30,34XX E 26TH AVE,Renfrew-Collingwood,497748.47808900004,5454918.12205
Theft from Vehicle,2019,9,2,19,0,34XX E 27TH AVE,Renfrew-Collingwood,497733.65517399996,5454822.7943
Theft from Vehicle,2019,7,18,4,0,34XX E 27TH AVE,Renfrew-Collingwood,497757.241092,5454822.52416
Theft from Vehicle,2019,8,29,4,56,34XX E 28TH AVE,Renfrew-Collingwood,497830.259926,5454735.9505900005
Theft from Vehicle,2019,9,10,19,0,34XX E 2ND AVE,Hastings-Sunrise,497778.36499399994,5457304.12729
Theft from Vehicle,2019,7,29,8,45,34XX E 3RD AVE,Hastings-Sunrise,497849.181682,5457194.227659999
Theft from Vehicle,2019,8,14,0,0,34XX E 47TH AVE,Killarney,497704.97532299993,5452620.26022
Theft from Vehicle,2019,7,21,14,0,34XX E 50TH AVE,Killarney,497657.485996,5452318.6635300005
Theft from Vehicle,2019,9,12,0,0,34XX E 52ND AVE,Killarney,497657.639521,5452135.1513
Theft from Vehicle,2019,7,4,21,0,34XX E PENDER ST,Hastings-Sunrise,497766.16731899994,5458602.59414
Theft from Vehicle,2019,10,31,20,0,34XX FLEMING ST,Kensington-Cedar Cottage,494804.911352,5455725.754819999
Theft from Vehicle,2019,9,7,22,0,34XX FRANKLIN ST,Hastings-Sunrise,497763.23163199995,5458808.74716
Theft from Vehicle,2019,11,11,0,0,34XX FRANKLIN ST,Hastings-Sunrise,497822.82591300004,5458817.584840001
Theft from Vehicle,2019,10,27,21,0,34XX GARDEN DR,Kensington-Cedar Cottage,495762.48554300005,5455585.457230001
Theft from Vehicle,2019,8,18,22,0,34XX INVERNESS ST,Kensington-Cedar Cottage,494183.39226999995,5455651.37251
Theft from Vehicle,2019,8,10,21,30,34XX LANGFORD AVE,Killarney,497843.448418,5451350.03802
Theft from Vehicle,2019,9,23,15,30,34XX LANGFORD AVE,Killarney,497898.021022,5451336.10659
Theft from Vehicle,2019,8,9,19,0,34XX LAUREL ST,South Cambie,490943.56611300004,5455749.02112
Theft from Vehicle,2019,10,7,20,15,34XX MONMOUTH AVE,Renfrew-Collingwood,497656.99288900004,5454360.34264
Theft from Vehicle,2019,9,29,2,24,34XX MONMOUTH AVE,Renfrew-Collingwood,497725.54552299995,5454329.87525
Theft from Vehicle,2019,10,17,19,0,34XX MONS DR,Renfrew-Collingwood,497744.596973,5455512.99629
Theft from Vehicle,2019,11,13,20,30,34XX MONS DR,Renfrew-Collingwood,497831.944646,5455665.84945
Theft from Vehicle,2019,9,23,17,30,34XX NAIRN AVE,Killarney,497888.03930699994,5451441.779709999
Theft from Vehicle,2019,8,25,18,0,34XX NAPIER ST,Hastings-Sunrise,497802.037055,5458026.99316
Theft from Vehicle,2019,8,1,22,0,34XX NOOTKA ST,Renfrew-Collingwood,496977.074542,5455629.00287
Theft from Vehicle,2019,8,28,20,0,34XX NORMANDY DR,Renfrew-Collingwood,497800.48627600004,5455625.01809
Theft from Vehicle,2019,10,28,0,0,34XX OAK ST,South Cambie,490741.780572,5455842.25513
Theft from Vehicle,2019,10,26,19,30,34XX ONTARIO ST,Riley Park,492367.71591499995,5455754.65675
Theft from Vehicle,2019,8,13,21,0,34XX OXFORD ST,Hastings-Sunrise,497851.76344099996,5459209.46444
Theft from Vehicle,2019,9,17,20,0,34XX PENTICTON ST,Renfrew-Collingwood,496208.413284,5455696.98539
Theft from Vehicle,2019,10,22,20,30,34XX PORTER ST,Kensington-Cedar Cottage,495141.69976499997,5455663.7194300005
Theft from Vehicle,2019,9,28,18,30,34XX PRINCE EDWARD ST,Riley Park,492979.17185,5455776.248269999
Theft from Vehicle,2019,7,18,23,0,34XX QUADRA ST,Dunbar-Southlands,486930.802066,5455975.80137
Theft from Vehicle,2019,9,20,0,0,34XX ST CATHERINES ST,Kensington-Cedar Cottage,493771.99658900005,5455711.899
Theft from Vehicle,2019,10,30,4,40,34XX TANNER ST,Renfrew-Collingwood,497701.839519,5454631.01447
Theft from Vehicle,2019,10,29,18,0,34XX TANNER ST,Renfrew-Collingwood,497715.017209,5454580.15656
Theft from Vehicle,2019,8,16,0,1,34XX TRAFALGAR ST,Arbutus Ridge,487991.223845,5455968.79441
Theft from Vehicle,2019,9,7,17,30,34XX TRIUMPH ST,Hastings-Sunrise,497764.067857,5459010.19045
Theft from Vehicle,2019,7,18,1,11,34XX TRIUMPH ST,Hastings-Sunrise,497856.80031400005,5459018.395269999
Theft from Vehicle,2019,11,9,19,0,34XX VANNESS AVE,Renfrew-Collingwood,497784.409639,5453861.15754
Theft from Vehicle,2019,8,6,19,0,34XX W 10TH AVE,Kitsilano,486884.929432,5456757.188569999
Theft from Vehicle,2019,7,26,16,0,34XX W 14TH AVE,Kitsilano,486900.64648,5456343.576
Theft from Vehicle,2019,8,11,19,0,34XX W 20TH AVE,Dunbar-Southlands,486837.317291,5455785.50942
Theft from Vehicle,2019,9,18,19,30,34XX W 22ND AVE,Dunbar-Southlands,486826.096901,5455575.56936
Theft from Vehicle,2019,7,24,20,0,34XX W 24TH AVE,Dunbar-Southlands,486828.079335,5455384.15685
Theft from Vehicle,2019,7,18,17,0,34XX W 38TH AVE,Dunbar-Southlands,486862.965975,5453892.48656
Theft from Vehicle,2019,10,7,0,0,34XX W 39TH AVE,Dunbar-Southlands,486869.62674399995,5453749.31471
Theft from Vehicle,2019,8,26,18,0,34XX WELLINGTON AVE,Renfrew-Collingwood,497598.96407700004,5454265.76552
Theft from Vehicle,2019,7,1,10,0,34XX WELLINGTON AVE,Renfrew-Collingwood,497653.410599,5454231.31818
Theft from Vehicle,2019,9,23,22,0,34XX WELLINGTON AVE,Renfrew-Collingwood,497680.760019,5454214.16027
Theft from Vehicle,2019,8,31,20,0,34XX WILLIAM ST,Hastings-Sunrise,497819.789072,5457923.8175800005
Theft from Vehicle,2019,9,7,1,0,34XX WILLIAM ST,Hastings-Sunrise,497819.789072,5457923.8175800005
Theft from Vehicle,2019,7,15,20,45,34XX WORTHINGTON DR,Renfrew-Collingwood,497783.27599399997,5455770.93479
Theft from Vehicle,2019,9,22,20,0,34XX WORTHINGTON DR,Renfrew-Collingwood,497783.27599399997,5455770.93479
Theft from Vehicle,2019,10,17,21,0,34XX WORTHINGTON DR,Renfrew-Collingwood,497783.27599399997,5455770.93479
Theft from Vehicle,2019,7,24,20,0,34XX WORTHINGTON DR,Renfrew-Collingwood,497836.792572,5455733.60553
Theft from Vehicle,2019,9,29,18,0,35XX CAMBIE ST,Riley Park,491620.559139,5455691.51501
Theft from Vehicle,2019,9,16,5,20,35XX COLLINGWOOD ST,Dunbar-Southlands,486772.352966,5455880.81427
Theft from Vehicle,2019,8,18,12,0,35XX CROWLEY DR,Renfrew-Collingwood,497834.31485600007,5453710.76036
